row_id,microbusiness_density
6003_2022-11-01,0.0
6005_2022-11-01,258.8546447753906
6007_2022-11-01,308.7856750488281
6009_2022-11-01,272.3996276855469
6011_2022-11-01,76.65498352050781
6013_2022-11-01,3.693392753601074
6015_2022-11-01,0.0
6017_2022-11-01,486.9746398925781
6019_2022-11-01,0.0
6021_2022-11-01,107.87538146972656
6023_2022-11-01,307.3604431152344
6025_2022-11-01,108.44734191894531
6027_2022-11-01,245.587890625
6029_2022-11-01,0.0
6031_2022-11-01,84.88956451416016
6033_2022-11-01,763.8021850585938
6035_2022-11-01,0.0
6037_2022-11-01,0.0
6039_2022-11-01,0.0
6041_2022-11-01,0.0
6043_2022-11-01,351.4697570800781
6045_2022-11-01,300.93792724609375
6047_2022-11-01,0.0
6049_2022-11-01,13.415515899658203
6051_2022-11-01,465.78082275390625
6053_2022-11-01,0.0
6055_2022-11-01,0.0
6057_2022-11-01,0.0
6059_2022-11-01,8.794781684875488
6061_2022-11-01,543.3804321289062
6063_2022-11-01,235.36329650878906
6065_2022-11-01,350.7152099609375
6067_2022-11-01,350.1105651855469
6069_2022-11-01,248.3931427001953
6071_2022-11-01,298.7018127441406
6073_2022-11-01,0.0
6075_2022-11-01,6.863007068634033
6077_2022-11-01,0.0
6079_2022-11-01,0.0
6081_2022-11-01,0.0
6083_2022-11-01,505.75872802734375
6085_2022-11-01,534.2642822265625
6087_2022-11-01,513.5491943359375
6089_2022-11-01,320.2864685058594
6091_2022-11-01,177.26162719726562
6093_2022-11-01,0.0
6095_2022-11-01,238.144287109375
6097_2022-11-01,534.7484130859375
6099_2022-11-01,213.70828247070312
6101_2022-11-01,174.05906677246094
6103_2022-11-01,0.0
6105_2022-11-01,168.94837951660156
6107_2022-11-01,93.56178283691406
6109_2022-11-01,0.0
6111_2022-11-01,0.0
6113_2022-11-01,248.6674041748047
6115_2022-11-01,354.96044921875
8001_2022-11-01,0.0
8003_2022-11-01,164.2244873046875
8005_2022-11-01,543.1327514648438
8007_2022-11-01,619.0877075195312
8009_2022-11-01,0.0
8011_2022-11-01,0.0
8013_2022-11-01,0.0
8014_2022-11-01,0.0
8015_2022-11-01,482.5876770019531
8017_2022-11-01,195.471923828125
8019_2022-11-01,277.5174560546875
8021_2022-11-01,86.53302001953125
8023_2022-11-01,150.75083923339844
8025_2022-11-01,0.0
8027_2022-11-01,0.0
8029_2022-11-01,0.0
8031_2022-11-01,723.9721069335938
8033_2022-11-01,196.25021362304688
8035_2022-11-01,688.5774536132812
8037_2022-11-01,613.9942016601562
8039_2022-11-01,0.0
8041_2022-11-01,460.57489013671875
8043_2022-11-01,158.98175048828125
8045_2022-11-01,500.7845458984375
8047_2022-11-01,442.32208251953125
8049_2022-11-01,1.6068562269210815
8051_2022-11-01,0.0
8053_2022-11-01,547.8424072265625
8055_2022-11-01,366.536376953125
8057_2022-11-01,0.0
8059_2022-11-01,511.4667053222656
8061_2022-11-01,242.56410217285156
8063_2022-11-01,135.0977325439453
8065_2022-11-01,193.23194885253906
8067_2022-11-01,5.2446112632751465
8069_2022-11-01,0.0
8071_2022-11-01,176.4095458984375
8073_2022-11-01,123.2201919555664
8075_2022-11-01,5.5903544425964355
8077_2022-11-01,285.26422119140625
8079_2022-11-01,413.9448547363281
8081_2022-11-01,107.76597595214844
8083_2022-11-01,238.92315673828125
8085_2022-11-01,0.7045397758483887
8087_2022-11-01,100.55935668945312
8089_2022-11-01,97.6474838256836
8091_2022-11-01,653.0541381835938
8093_2022-11-01,359.1998291015625
8095_2022-11-01,149.9163360595703
8097_2022-11-01,1291.77392578125
8099_2022-11-01,78.45455932617188
8101_2022-11-01,147.3151092529297
8103_2022-11-01,164.7556610107422
8105_2022-11-01,0.0
8107_2022-11-01,0.0
8109_2022-11-01,1.5563015937805176
8111_2022-11-01,0.0
8113_2022-11-01,1073.0992431640625
8115_2022-11-01,110.05127716064453
8117_2022-11-01,232.66253662109375
8119_2022-11-01,465.2160339355469
8121_2022-11-01,109.8741683959961
8123_2022-11-01,0.0
8125_2022-11-01,134.52572631835938
9001_2022-11-01,0.0
9003_2022-11-01,0.0
9005_2022-11-01,0.0
9007_2022-11-01,332.582275390625
9009_2022-11-01,329.5984191894531
9011_2022-11-01,222.97637939453125
9013_2022-11-01,225.59295654296875
9015_2022-11-01,9.750443458557129
10001_2022-11-01,0.0
10003_2022-11-01,0.0
10005_2022-11-01,1307.5443115234375
11001_2022-11-01,0.0
12001_2022-11-01,336.8480224609375
12003_2022-11-01,71.01644134521484
12005_2022-11-01,309.7337646484375
12007_2022-11-01,80.5500717163086
12009_2022-11-01,0.0
12011_2022-11-01,859.9923095703125
12013_2022-11-01,0.0
12015_2022-11-01,0.0
12017_2022-11-01,269.500732421875
12019_2022-11-01,340.3580322265625
12021_2022-11-01,733.1923828125
12023_2022-11-01,161.3205108642578
12027_2022-11-01,80.78372955322266
12029_2022-11-01,91.35859680175781
12031_2022-11-01,413.8583679199219
12033_2022-11-01,322.1780700683594
12035_2022-11-01,0.0
12037_2022-11-01,188.88743591308594
12039_2022-11-01,109.9563217163086
12041_2022-11-01,0.0
12043_2022-11-01,30.751371383666992
12045_2022-11-01,215.76719665527344
12047_2022-11-01,67.91670227050781
12049_2022-11-01,0.0
12051_2022-11-01,100.83309173583984
12053_2022-11-01,0.0
12055_2022-11-01,185.8406982421875
12057_2022-11-01,0.0
12059_2022-11-01,61.968841552734375
12061_2022-11-01,0.0
12063_2022-11-01,84.98003387451172
12065_2022-11-01,178.28822326660156
12067_2022-11-01,49.66294479370117
12069_2022-11-01,0.0
12071_2022-11-01,0.0
12073_2022-11-01,0.0
12075_2022-11-01,0.0
12077_2022-11-01,65.5545883178711
12079_2022-11-01,88.57923126220703
12081_2022-11-01,428.28387451171875
12083_2022-11-01,279.4454345703125
12085_2022-11-01,507.53167724609375
12086_2022-11-01,798.7987670898438
12087_2022-11-01,0.0
12089_2022-11-01,0.0
12091_2022-11-01,368.6431579589844
12093_2022-11-01,114.98564910888672
12095_2022-11-01,0.0
12097_2022-11-01,357.8104553222656
12099_2022-11-01,877.2808837890625
12101_2022-11-01,0.0
12103_2022-11-01,694.4552612304688
12105_2022-11-01,0.0
12107_2022-11-01,125.75584411621094
12109_2022-11-01,674.0508422851562
12111_2022-11-01,0.0
12113_2022-11-01,0.0
12115_2022-11-01,11.327376365661621
12117_2022-11-01,0.0
12119_2022-11-01,147.25645446777344
12121_2022-11-01,161.67822265625
12123_2022-11-01,0.0
12125_2022-11-01,31.89533233642578
12127_2022-11-01,499.78802490234375
12129_2022-11-01,0.0
12131_2022-11-01,950.029541015625
12133_2022-11-01,90.63397979736328
13001_2022-11-01,0.0
13003_2022-11-01,0.0
13005_2022-11-01,77.60692596435547
13007_2022-11-01,0.0
13009_2022-11-01,116.67707824707031
13011_2022-11-01,0.0
13013_2022-11-01,291.3918762207031
13015_2022-11-01,0.0
13017_2022-11-01,101.36779022216797
13019_2022-11-01,0.0
13021_2022-11-01,319.6772155761719
13023_2022-11-01,52.9228515625
13025_2022-11-01,32.88813781738281
13027_2022-11-01,0.0
13029_2022-11-01,289.8922424316406
13031_2022-11-01,0.0
13033_2022-11-01,84.20914459228516
13035_2022-11-01,169.82553100585938
13037_2022-11-01,35.3438606262207
13039_2022-11-01,12.9581937789917
13043_2022-11-01,0.0
13045_2022-11-01,241.2913055419922
13047_2022-11-01,8.231342315673828
13049_2022-11-01,0.0
13051_2022-11-01,322.2463073730469
13053_2022-11-01,76.0921859741211
13055_2022-11-01,0.0
13057_2022-11-01,0.0
13059_2022-11-01,285.5379943847656
13061_2022-11-01,0.0
13063_2022-11-01,0.0
13065_2022-11-01,63.866355895996094
13067_2022-11-01,0.0
13069_2022-11-01,90.99011993408203
13071_2022-11-01,104.7117919921875
13073_2022-11-01,316.0986328125
13075_2022-11-01,0.0
13077_2022-11-01,260.5714416503906
13079_2022-11-01,0.0
13081_2022-11-01,0.0
13083_2022-11-01,103.0551528930664
13085_2022-11-01,0.15822738409042358
13087_2022-11-01,101.22824096679688
13089_2022-11-01,0.0
13091_2022-11-01,54.80880355834961
13093_2022-11-01,7.840725898742676
13095_2022-11-01,141.6304473876953
13097_2022-11-01,0.0
13099_2022-11-01,56.122047424316406
13101_2022-11-01,0.0
13103_2022-11-01,175.76434326171875
13105_2022-11-01,8.34618854522705
13107_2022-11-01,73.08193969726562
13109_2022-11-01,65.04898071289062
13111_2022-11-01,0.0
13113_2022-11-01,680.8778686523438
13115_2022-11-01,148.65577697753906
13117_2022-11-01,554.25
13119_2022-11-01,0.0
13121_2022-11-01,984.1340942382812
13123_2022-11-01,286.1719055175781
13125_2022-11-01,0.0
13127_2022-11-01,336.5548095703125
13129_2022-11-01,118.58854675292969
13131_2022-11-01,0.0
13133_2022-11-01,0.0
13135_2022-11-01,597.5377807617188
13137_2022-11-01,156.5065155029297
13139_2022-11-01,299.9807434082031
13141_2022-11-01,71.43914031982422
13143_2022-11-01,1.0573023557662964
13145_2022-11-01,0.0
13147_2022-11-01,121.6651840209961
13149_2022-11-01,0.0
13151_2022-11-01,352.9401550292969
13153_2022-11-01,0.0
13155_2022-11-01,49.32081985473633
13157_2022-11-01,664.73779296875
13159_2022-11-01,145.3224334716797
13161_2022-11-01,0.0
13163_2022-11-01,0.0
13165_2022-11-01,31.425851821899414
13167_2022-11-01,0.0
13169_2022-11-01,69.76514434814453
13171_2022-11-01,93.3152084350586
13173_2022-11-01,42.59726333618164
13175_2022-11-01,102.81361389160156
13177_2022-11-01,129.77349853515625
13179_2022-11-01,132.09561157226562
13181_2022-11-01,0.0
13183_2022-11-01,47.97109603881836
13185_2022-11-01,0.0
13187_2022-11-01,196.2835693359375
13189_2022-11-01,86.74763488769531
13191_2022-11-01,117.80519104003906
13193_2022-11-01,37.159523010253906
13195_2022-11-01,0.0
13197_2022-11-01,0.0
13199_2022-11-01,0.0
13201_2022-11-01,53.1168098449707
13205_2022-11-01,55.05032730102539
13207_2022-11-01,123.32894134521484
13209_2022-11-01,11.446122169494629
13211_2022-11-01,275.1239013671875
13213_2022-11-01,0.0
13215_2022-11-01,173.33358764648438
13217_2022-11-01,236.3106231689453
13219_2022-11-01,389.5538330078125
13221_2022-11-01,98.94066619873047
13223_2022-11-01,257.4649658203125
13225_2022-11-01,0.0
13227_2022-11-01,360.07421875
13229_2022-11-01,94.64125061035156
13231_2022-11-01,135.7154083251953
13233_2022-11-01,123.37188720703125
13235_2022-11-01,40.57416534423828
13237_2022-11-01,173.85791015625
13239_2022-11-01,0.0
13241_2022-11-01,0.0
13243_2022-11-01,63.41086959838867
13245_2022-11-01,0.0
13247_2022-11-01,0.0
13249_2022-11-01,57.33174514770508
13251_2022-11-01,109.26148986816406
13253_2022-11-01,0.0
13255_2022-11-01,190.5725555419922
13257_2022-11-01,0.0
13259_2022-11-01,2.651216983795166
13261_2022-11-01,86.93649291992188
13263_2022-11-01,37.18818664550781
13265_2022-11-01,1.8056318759918213
13267_2022-11-01,83.68001556396484
13269_2022-11-01,50.07474136352539
13271_2022-11-01,51.52401351928711
13273_2022-11-01,53.79864501953125
13275_2022-11-01,212.64004516601562
13277_2022-11-01,104.55809020996094
13279_2022-11-01,103.58480072021484
13281_2022-11-01,418.818115234375
13283_2022-11-01,0.0
13285_2022-11-01,14.479766845703125
13287_2022-11-01,84.6184310913086
13289_2022-11-01,0.0
13291_2022-11-01,304.0372314453125
13293_2022-11-01,72.42662811279297
13295_2022-11-01,0.0
13297_2022-11-01,428.94720458984375
13299_2022-11-01,96.79619598388672
13301_2022-11-01,79.52207946777344
13303_2022-11-01,0.0
13305_2022-11-01,0.0
13307_2022-11-01,9.485718727111816
13309_2022-11-01,27.556442260742188
13311_2022-11-01,194.04295349121094
13313_2022-11-01,0.0
13315_2022-11-01,0.0
13317_2022-11-01,101.4499282836914
13319_2022-11-01,0.0
13321_2022-11-01,38.575870513916016
15001_2022-11-01,352.95556640625
15003_2022-11-01,282.8218688964844
15005_2022-11-01,425.2001953125
15007_2022-11-01,556.7711791992188
15009_2022-11-01,579.101318359375
16001_2022-11-01,580.8113403320312
16003_2022-11-01,5.010824203491211
16005_2022-11-01,1.9469021558761597
16007_2022-11-01,0.0
16009_2022-11-01,148.0602569580078
16011_2022-11-01,182.7144317626953
16013_2022-11-01,725.046630859375
16015_2022-11-01,0.0
16017_2022-11-01,456.21917724609375
16019_2022-11-01,0.0
16021_2022-11-01,0.0
16023_2022-11-01,128.48448181152344
16025_2022-11-01,181.87623596191406
16027_2022-11-01,0.0
16029_2022-11-01,105.63042449951172
16031_2022-11-01,160.3290557861328
16033_2022-11-01,38.97526931762695
16035_2022-11-01,115.26567077636719
16037_2022-11-01,172.32952880859375
16039_2022-11-01,7.161674976348877
16041_2022-11-01,0.0
16043_2022-11-01,0.0
16045_2022-11-01,0.0
16047_2022-11-01,88.66110229492188
16049_2022-11-01,211.7832489013672
16051_2022-11-01,245.26080322265625
16053_2022-11-01,97.5708236694336
16055_2022-11-01,491.1002502441406
16057_2022-11-01,0.0
16059_2022-11-01,163.5695037841797
16061_2022-11-01,82.15228271484375
16063_2022-11-01,66.51322174072266
16065_2022-11-01,303.9718933105469
16067_2022-11-01,0.0
16069_2022-11-01,160.35472106933594
16071_2022-11-01,107.53128051757812
16073_2022-11-01,0.0
16075_2022-11-01,120.43030548095703
16077_2022-11-01,158.32302856445312
16079_2022-11-01,181.6881866455078
16081_2022-11-01,0.0
16083_2022-11-01,261.4850769042969
16085_2022-11-01,458.21527099609375
16087_2022-11-01,0.0
17001_2022-11-01,197.27537536621094
17003_2022-11-01,18.111886978149414
17005_2022-11-01,113.47331237792969
17007_2022-11-01,153.1949005126953
17009_2022-11-01,5.590419769287109
17011_2022-11-01,91.85570526123047
17013_2022-11-01,0.0
17015_2022-11-01,0.0
17017_2022-11-01,50.57504653930664
17019_2022-11-01,255.4604949951172
17021_2022-11-01,85.40626525878906
17023_2022-11-01,67.05152893066406
17025_2022-11-01,0.7584930062294006
17027_2022-11-01,0.0
17029_2022-11-01,125.47160339355469
17031_2022-11-01,455.410888671875
17033_2022-11-01,0.0
17035_2022-11-01,0.0
17037_2022-11-01,1167.1309814453125
17039_2022-11-01,78.7961196899414
17041_2022-11-01,134.25144958496094
17043_2022-11-01,0.0
17045_2022-11-01,57.006317138671875
17047_2022-11-01,4.650300979614258
17049_2022-11-01,0.0
17051_2022-11-01,60.97200012207031
17053_2022-11-01,94.09553527832031
17055_2022-11-01,0.0
17057_2022-11-01,3.648442506790161
17059_2022-11-01,87.0270767211914
17061_2022-11-01,0.0
17063_2022-11-01,188.38319396972656
17065_2022-11-01,61.162139892578125
17067_2022-11-01,0.0
17069_2022-11-01,0.0
17071_2022-11-01,24.123046875
17073_2022-11-01,100.46275329589844
17075_2022-11-01,0.0
17077_2022-11-01,217.33087158203125
17079_2022-11-01,70.94768524169922
17081_2022-11-01,0.0
17083_2022-11-01,57.46331024169922
17085_2022-11-01,250.914794921875
17087_2022-11-01,52.58663558959961
17089_2022-11-01,282.4798583984375
17091_2022-11-01,2.136490821838379
17093_2022-11-01,249.6807403564453
17095_2022-11-01,114.86360168457031
17097_2022-11-01,470.6050109863281
17099_2022-11-01,0.0
17101_2022-11-01,0.0
17103_2022-11-01,114.22594451904297
17105_2022-11-01,0.0
17107_2022-11-01,75.27767944335938
17109_2022-11-01,74.85755920410156
17111_2022-11-01,0.0
17113_2022-11-01,244.1343231201172
17115_2022-11-01,0.0
17117_2022-11-01,91.90564727783203
17119_2022-11-01,224.46383666992188
17121_2022-11-01,95.66427612304688
17123_2022-11-01,0.0
17125_2022-11-01,77.14163970947266
17127_2022-11-01,95.3377456665039
17129_2022-11-01,0.0
17131_2022-11-01,111.62813568115234
17133_2022-11-01,197.85140991210938
17135_2022-11-01,85.75347900390625
17137_2022-11-01,6.789041996002197
17139_2022-11-01,138.6068572998047
17141_2022-11-01,175.02725219726562
17143_2022-11-01,204.79196166992188
17145_2022-11-01,34.8873405456543
17147_2022-11-01,0.0
17149_2022-11-01,67.59034729003906
17151_2022-11-01,29.325511932373047
17153_2022-11-01,84.97722625732422
17155_2022-11-01,19.741174697875977
17157_2022-11-01,0.0
17159_2022-11-01,0.0
17161_2022-11-01,0.0
17163_2022-11-01,197.00845336914062
17165_2022-11-01,86.0056381225586
17167_2022-11-01,595.6353149414062
17169_2022-11-01,61.14727783203125
17171_2022-11-01,66.39701080322266
17173_2022-11-01,0.0
17175_2022-11-01,0.0
17177_2022-11-01,0.0
17179_2022-11-01,0.0
17181_2022-11-01,84.86058807373047
17183_2022-11-01,70.58477783203125
17185_2022-11-01,62.301719665527344
17187_2022-11-01,71.14068603515625
17189_2022-11-01,82.11145782470703
17191_2022-11-01,0.0
17193_2022-11-01,74.45597839355469
17195_2022-11-01,114.9793472290039
17197_2022-11-01,0.0
17199_2022-11-01,0.0
17201_2022-11-01,201.3325958251953
17203_2022-11-01,0.0
18001_2022-11-01,2.162870168685913
18003_2022-11-01,0.0
18005_2022-11-01,0.0
18007_2022-11-01,161.91131591796875
18009_2022-11-01,85.78767395019531
18011_2022-11-01,395.58917236328125
18013_2022-11-01,216.81507873535156
18015_2022-11-01,59.383243560791016
18017_2022-11-01,0.0
18019_2022-11-01,284.09393310546875
18021_2022-11-01,0.0
18023_2022-11-01,66.23474884033203
18025_2022-11-01,63.447357177734375
18027_2022-11-01,0.0
18029_2022-11-01,143.2541961669922
18031_2022-11-01,211.83265686035156
18033_2022-11-01,137.77293395996094
18035_2022-11-01,0.0
18037_2022-11-01,180.72067260742188
18039_2022-11-01,354.7176818847656
18041_2022-11-01,94.66803741455078
18043_2022-11-01,233.8898162841797
18045_2022-11-01,3.0007476806640625
18047_2022-11-01,0.0
18049_2022-11-01,72.62242889404297
18051_2022-11-01,302.98846435546875
18053_2022-11-01,0.0
18055_2022-11-01,0.0
18057_2022-11-01,14.426776885986328
18059_2022-11-01,0.0
18061_2022-11-01,118.139404296875
18063_2022-11-01,0.0
18065_2022-11-01,89.44713592529297
18067_2022-11-01,0.0
18069_2022-11-01,0.0
18071_2022-11-01,100.26587677001953
18073_2022-11-01,124.4788818359375
18075_2022-11-01,3.1955204010009766
18077_2022-11-01,111.7625503540039
18079_2022-11-01,68.03779602050781
18081_2022-11-01,206.66647338867188
18083_2022-11-01,118.78467559814453
18085_2022-11-01,0.0
18087_2022-11-01,0.0
18089_2022-11-01,188.89015197753906
18091_2022-11-01,0.0
18093_2022-11-01,102.0967025756836
18095_2022-11-01,143.66421508789062
18097_2022-11-01,342.17572021484375
18099_2022-11-01,0.0
18101_2022-11-01,78.75160217285156
18103_2022-11-01,71.56646728515625
18105_2022-11-01,255.71792602539062
18107_2022-11-01,0.0
18109_2022-11-01,0.0
18111_2022-11-01,0.0
18113_2022-11-01,99.15485382080078
18115_2022-11-01,88.16973876953125
18117_2022-11-01,110.95159149169922
18119_2022-11-01,0.0
18121_2022-11-01,61.457698822021484
18123_2022-11-01,72.69905853271484
18125_2022-11-01,29.188398361206055
18127_2022-11-01,0.0
18129_2022-11-01,0.0
18131_2022-11-01,0.0
18133_2022-11-01,134.95095825195312
18135_2022-11-01,113.36856079101562
18137_2022-11-01,0.0
18139_2022-11-01,86.19415283203125
18141_2022-11-01,8.113621711730957
18143_2022-11-01,0.0
18145_2022-11-01,19.792736053466797
18147_2022-11-01,0.0
18149_2022-11-01,46.85188674926758
18151_2022-11-01,0.0
18153_2022-11-01,96.80122375488281
18155_2022-11-01,0.0
18157_2022-11-01,179.99786376953125
18159_2022-11-01,0.0
18161_2022-11-01,77.71430206298828
18163_2022-11-01,0.0
18165_2022-11-01,87.85853576660156
18167_2022-11-01,0.0
18169_2022-11-01,92.06619262695312
18171_2022-11-01,26.339601516723633
18173_2022-11-01,209.81100463867188
18175_2022-11-01,111.31526184082031
18177_2022-11-01,127.0887680053711
18179_2022-11-01,157.40048217773438
18181_2022-11-01,137.96517944335938
18183_2022-11-01,9.062034606933594
19001_2022-11-01,109.85482025146484
19003_2022-11-01,0.0
19005_2022-11-01,11.432366371154785
19007_2022-11-01,92.81636810302734
19009_2022-11-01,0.0
19011_2022-11-01,0.0
19013_2022-11-01,11.652861595153809
19015_2022-11-01,129.0009765625
19017_2022-11-01,138.24412536621094
19019_2022-11-01,109.44377899169922
19021_2022-11-01,110.73458099365234
19023_2022-11-01,63.90049743652344
19025_2022-11-01,0.0
19027_2022-11-01,172.35238647460938
19029_2022-11-01,89.78239440917969
19031_2022-11-01,115.28965759277344
19033_2022-11-01,0.0
19035_2022-11-01,53.00099182128906
19037_2022-11-01,0.0
19039_2022-11-01,79.65679931640625
19041_2022-11-01,170.7686004638672
19043_2022-11-01,135.9139862060547
19045_2022-11-01,100.40985870361328
19047_2022-11-01,76.71794128417969
19049_2022-11-01,521.53271484375
19051_2022-11-01,2.680940866470337
19053_2022-11-01,104.02900695800781
19055_2022-11-01,0.0
19057_2022-11-01,144.73464965820312
19059_2022-11-01,347.64337158203125
19061_2022-11-01,0.0
19063_2022-11-01,82.78363037109375
19065_2022-11-01,90.34675598144531
19067_2022-11-01,98.31409454345703
19069_2022-11-01,103.99130249023438
19071_2022-11-01,63.942779541015625
19073_2022-11-01,64.4660415649414
19075_2022-11-01,111.42682647705078
19077_2022-11-01,108.06584167480469
19079_2022-11-01,0.0
19081_2022-11-01,72.04127502441406
19083_2022-11-01,135.51754760742188
19085_2022-11-01,123.45768737792969
19087_2022-11-01,83.40177154541016
19089_2022-11-01,114.81632232666016
19091_2022-11-01,123.24266815185547
19093_2022-11-01,89.84599304199219
19095_2022-11-01,161.73065185546875
19097_2022-11-01,0.0
19099_2022-11-01,67.69470977783203
19101_2022-11-01,0.0
